,GENDER,EDUCATION,MARITAL STATUS,UNION MEMBERSHIP OF RESPONDENT,UNION MEMBERSHIP OF OTHERS IN HOUSEHOLD,CURRENT EMPLOYMENT STATUS,RELIGIOUS SERVICES ATTENDANCE,age,voted
4389,1,4,1,2,2,1,2,63,1
4390,2,6,1,1,2,2,2,53,1
4391,2,4,1,2,2,7,2,65,1
4392,1,4,1,2,2,1,2,58,0
4393,1,4,1,2,2,7,2,72,1
4394,1,7,1,2,2,7,2,82,1
4395,1,2,1,2,2,7,2,87,1
4396,1,2,1,2,2,7,2,71,1
4397,2,8,1,2,2,5,3,49,1
4398,2,3,1,2,2,1,2,62,1
4399,1,8,1,2,2,7,2,75,1
4400,2,7,1,2,2,9,6,68,1
4401,2,4,1,2,2,1,2,45,1
4402,1,8,1,2,2,1,2,49,1
4403,1,5,1,2,2,7,2,75,1
4404,1,4,1,2,2,1,2,53,1
4405,1,4,1,2,2,1,2,62,1
4406,1,8,1,2,2,1,2,58,1
4407,2,4,1,2,2,3,6,60,1
4408,2,6,1,2,2,5,2,67,1
4409,2,6,1,2,2,1,2,46,1
4410,1,8,1,2,2,1,2,39,1
4411,2,3,1,2,2,7,2,70,1
4412,1,4,1,2,2,7,2,67,1
4413,2,7,1,2,2,1,1,47,0
4414,1,4,1,1,2,1,2,49,1
4415,1,6,1,1,2,1,3,48,1
4416,2,4,1,2,2,7,2,83,1
4417,1,7,1,2,2,2,1,36,1
4418,2,6,1,2,2,1,1,37,1
4419,2,6,1,2,2,8,2,43,1
4420,1,4,1,2,2,1,2,60,1
4421,1,4,1,2,2,7,1,73,1
4422,2,5,1,2,2,7,2,72,1
4423,1,7,1,2,2,1,1,62,1
4424,1,4,1,2,2,1,2,46,1
4425,1,6,1,2,2,1,1,55,1
4426,1,9,1,2,2,1,2,50,0
4427,1,8,1,2,2,7,2,85,1
4428,1,4,1,2,2,1,2,48,1
4429,1,4,1,2,2,7,2,73,1
4430,1,4,1,2,2,1,1,34,1
4431,1,4,1,2,2,1,3,43,1
4432,2,4,1,2,2,1,3,44,1
4433,2,6,1,2,2,2,2,54,1
4434,1,96,1,2,2,7,6,84,1
4435,2,4,1,2,2,1,3,57,1
4436,1,4,1,2,2,1,2,67,1
4437,1,4,1,2,2,7,1,72,1
4438,2,7,1,1,2,2,1,56,1
4439,2,7,1,2,1,1,2,54,1
4440,1,2,1,2,1,7,2,74,1
4441,1,7,1,1,1,1,2,61,1
4442,1,4,1,2,2,7,2,65,1
4443,2,4,1,2,1,1,2,60,1
4444,2,4,1,2,2,1,2,50,1
4445,1,4,1,2,2,1,2,49,1
4446,1,4,1,2,2,5,2,58,1
4447,2,6,1,2,1,8,2,42,1
4448,2,4,1,2,2,1,1,53,1
4449,2,4,1,2,2,5,1,35,1
4450,1,4,1,2,2,7,1,75,1
4451,2,6,1,2,2,8,4,52,1
4452,1,3,1,2,2,1,1,74,1
4453,2,6,1,2,2,5,2,41,1
4454,2,4,1,2,1,1,2,49,1
4455,1,7,1,2,2,1,4,62,1
4456,2,7,1,2,2,1,1,38,1
4457,2,4,1,2,2,1,2,48,1
4458,1,6,1,2,2,5,2,36,1
4459,2,8,1,2,2,1,2,72,1
4460,1,7,1,2,2,1,3,54,1
4461,1,4,1,2,2,1,1,62,1
4462,1,8,1,2,2,1,2,64,1
4463,2,4,1,2,2,2,2,48,1
4464,1,4,1,2,2,1,3,48,1
4465,2,6,1,2,2,1,3,55,1
4466,1,7,1,2,2,5,1,40,1
4467,1,6,1,2,2,1,3,64,1
4468,2,6,1,2,2,1,2,44,1
4469,2,4,1,2,2,2,2,58,1
4470,1,4,1,2,2,1,2,39,1
4471,2,8,1,1,2,1,1,68,1
4472,2,7,1,2,2,2,2,51,1
4473,2,8,1,2,2,5,2,45,1
4474,2,4,1,2,2,7,2,73,1
4475,2,8,1,1,2,2,2,52,1
4476,1,4,1,2,2,1,3,63,1
4477,2,9,1,1,2,1,2,72,1
4478,2,4,1,2,2,8,2,56,1
4479,2,4,1,2,2,1,2,52,1
4480,1,4,1,2,2,7,2,83,1
4481,2,7,1,2,2,2,3,66,1
4482,1,7,1,2,2,1,1,41,1
4483,2,3,1,2,2,7,2,70,1
4484,1,6,1,1,2,1,2,38,1
4485,2,4,1,2,2,8,2,53,1
4486,1,9,1,2,2,1,1,49,1
4487,1,2,1,2,2,7,6,86,1
4488,1,4,1,2,2,1,2,33,1
4489,2,6,1,2,2,7,2,74,1
4490,2,6,1,2,2,5,2,37,1
4491,1,3,1,2,1,1,2,67,1
4492,1,4,1,1,2,1,2,56,1
4493,1,4,1,2,1,1,2,44,1
4494,2,4,1,2,2,2,2,32,1
4495,2,2,1,2,2,7,3,86,1
4496,1,8,1,1,2,1,2,45,1
4497,2,4,1,2,2,2,2,65,1
4498,1,4,1,2,2,1,2,43,1
4499,2,9,1,2,2,7,2,72,1
4500,1,4,1,2,2,1,4,53,1
4501,1,6,1,2,2,1,2,57,1
4502,1,6,1,2,2,5,2,45,1
4503,1,4,1,2,2,1,2,38,1
4504,2,6,1,2,1,5,2,52,1
4505,1,3,1,2,2,7,3,90,1
4506,2,4,1,2,2,5,2,41,1
4507,1,8,1,2,2,5,2,46,1
4508,2,6,1,2,2,1,3,52,1
4509,1,8,1,2,2,7,2,74,1
4510,2,3,1,2,2,7,2,72,1
4511,1,7,1,2,2,1,2,49,1
4512,1,7,1,2,2,1,2,60,1
4513,1,4,1,2,2,7,2,73,1
4514,1,7,1,2,2,1,4,51,1
4515,2,6,1,2,2,1,2,41,1
4516,2,4,1,2,2,1,2,39,0
4517,2,6,1,2,2,7,1,61,1
4518,2,6,1,2,2,1,1,66,1
4519,1,2,1,2,2,7,2,86,1
4520,2,6,1,2,2,1,2,39,1
4521,1,8,1,2,2,7,2,83,1
4522,1,4,1,2,2,6,2,58,1
4523,1,9,1,2,2,1,2,44,1
4524,1,2,1,2,2,7,3,82,1
4525,2,7,1,2,2,1,2,68,1
4526,2,2,1,2,2,7,2,86,1
4527,1,8,1,2,1,7,3,80,1
4528,2,4,1,2,1,8,2,67,1
4529,1,4,1,2,2,1,2,66,1
4530,2,6,1,2,1,1,2,41,1
4531,1,3,1,1,2,7,2,75,1
4532,2,4,1,1,1,1,2,61,1
4533,2,7,1,1,1,1,1,52,0
4534,1,4,1,2,2,7,2,74,1
4535,1,4,1,2,2,7,2,63,1
4536,2,4,1,1,1,1,1,48,1
4537,1,2,1,2,2,7,2,91,1
4538,1,8,1,2,2,7,2,91,1
4539,1,9,1,2,2,1,3,44,1
4540,2,4,1,2,2,5,2,67,1
4541,2,8,1,2,2,2,2,47,1
4542,2,4,1,2,1,9,2,48,1
4543,1,4,1,2,2,10,2,58,1
4544,1,4,1,1,2,1,2,57,1
4545,2,7,1,2,2,1,1,48,1
4546,2,2,1,2,2,7,1,70,1
4547,1,2,1,2,2,7,2,89,1
4548,1,4,1,2,2,7,2,72,1
4549,1,4,1,2,2,7,6,80,1
4550,1,2,1,2,2,7,2,83,1
4551,1,4,1,2,2,7,2,86,1
4552,2,7,1,2,2,2,2,57,1
4553,1,9,1,2,2,1,2,60,1
4554,2,2,1,2,2,9,2,73,0
4555,2,7,1,2,2,1,1,68,1
4556,2,4,1,2,2,1,2,57,1
4557,2,4,1,2,2,3,2,41,1
4558,1,3,1,2,2,1,2,61,1
4559,2,6,1,2,2,2,2,49,1
4560,2,4,1,2,2,1,2,53,1
4561,2,4,1,2,2,1,2,57,1
4562,1,4,1,2,2,1,2,54,1
4563,1,8,1,2,2,7,2,80,1
4564,1,8,1,2,2,1,2,63,1
4565,1,3,1,2,2,1,6,62,0
4566,1,8,1,2,2,1,1,69,1
4567,1,6,1,2,2,7,2,72,1
4568,1,6,1,2,2,1,2,38,1
4569,2,8,1,2,2,1,3,36,1
4570,1,8,1,1,2,7,1,71,1
4571,2,7,1,2,2,2,1,50,1
4572,2,4,1,2,2,1,2,43,1
4573,1,3,1,2,2,7,1,81,1
4574,2,2,1,2,2,7,2,72,1
4575,1,4,1,2,2,2,2,35,1
4576,2,4,1,2,2,8,2,61,1
4577,2,7,1,2,2,1,2,39,1
4578,2,8,1,2,2,1,2,40,1
4579,2,8,1,2,2,1,1,46,1
4580,1,4,1,2,2,9,2,67,1
4581,1,3,1,1,2,7,2,67,1
4582,1,4,1,1,2,1,3,38,1
4583,1,6,1,2,2,9,2,68,1
4584,1,4,1,2,2,1,2,43,1
4585,2,4,1,2,2,2,2,35,1
4586,2,4,1,2,1,2,2,33,1
4587,2,2,1,2,2,7,6,92,1
4588,2,4,1,1,2,1,2,57,1
4589,1,2,1,2,2,7,1,88,1
4590,2,4,1,2,2,7,2,71,1
4591,2,4,1,2,2,5,2,53,1
4592,2,4,1,1,1,1,2,55,1
4593,1,4,1,2,2,1,2,34,1
4594,1,3,1,2,2,7,2,79,1
4595,2,4,1,1,2,1,1,65,1
4596,1,3,1,2,2,7,1,97,1
4597,1,8,1,2,2,7,6,74,1
4598,2,3,1,2,2,7,2,73,1
4599,2,4,1,2,2,1,2,64,1
4600,1,4,1,2,2,7,2,75,1
4601,1,4,1,2,2,7,2,75,1
4602,2,96,1,2,1,9,2,65,1
4603,1,4,1,2,2,1,2,65,1
4604,1,2,1,2,2,1,1,68,1
4605,1,4,1,2,2,1,2,66,1
4606,2,6,1,2,2,7,1,76,1
4607,1,6,1,2,2,1,3,51,1
4608,2,8,1,2,2,1,2,41,1
4609,1,4,1,2,2,7,2,74,1
4610,2,4,1,2,2,7,2,73,1
4611,1,4,1,1,2,7,2,74,1
4612,2,6,1,2,2,4,2,57,1
4613,1,7,1,2,2,1,2,53,1
4614,2,8,1,2,1,2,3,45,1
4615,2,7,1,2,2,1,6,45,1
4616,1,4,1,2,2,1,4,42,1
4617,2,4,1,2,2,5,2,33,1
4618,2,4,1,2,2,1,2,53,1
4619,2,3,1,2,2,1,2,68,1
4620,2,7,1,2,1,1,2,66,1
4621,2,7,1,2,2,7,3,86,1
4622,1,4,1,2,2,1,1,65,1
4623,2,2,1,2,2,7,1,79,0
4624,1,4,1,2,2,1,1,51,1
4625,2,4,1,2,2,5,2,52,0
4626,1,2,1,2,2,7,4,87,1
4627,1,4,1,2,2,9,2,50,1
4628,2,7,1,2,2,6,1,29,0
4629,2,4,1,2,2,5,2,41,1
4630,1,4,1,2,2,1,2,66,1
4631,2,7,1,2,2,1,2,33,1
4632,1,4,1,2,2,7,3,87,1
4633,1,8,1,2,2,1,2,44,1
4634,1,4,1,1,1,1,1,60,1
4635,1,4,1,2,2,1,2,48,1
4636,1,4,1,2,2,7,3,69,1
4637,2,8,1,2,2,7,2,73,1
4638,2,6,1,1,2,1,2,42,1
4639,2,8,1,2,2,1,1,81,1
4640,2,4,1,1,2,1,4,60,1
4641,2,4,1,2,2,7,4,85,1
4642,1,4,1,2,2,7,3,85,1
4643,1,6,1,2,2,1,3,41,1
4644,1,6,1,2,2,1,1,39,1
4645,2,6,1,1,2,2,2,41,1
4646,1,6,1,2,2,1,2,43,0
4647,2,3,1,2,2,2,2,41,1
4648,1,4,1,2,2,1,1,65,1
4649,1,4,1,2,2,7,2,80,1
4650,1,8,1,2,2,7,2,93,1
4651,1,6,1,2,2,7,2,74,1
4652,2,4,1,2,2,7,3,80,1
4653,2,7,1,2,2,1,3,40,1
4654,1,4,1,2,2,1,2,39,1
4655,1,6,1,2,2,1,2,41,1
4656,1,3,1,2,2,7,2,80,1
4657,1,8,1,1,1,1,2,67,1
4658,1,7,1,2,2,7,1,90,1
4659,2,4,1,2,2,1,3,43,1
4660,2,4,1,2,2,2,4,38,1
4661,1,6,1,2,2,1,1,33,1
4662,1,6,1,2,2,1,3,53,1
4663,2,4,1,2,2,7,2,84,1
4664,1,4,1,2,2,5,2,52,1
4665,1,6,1,2,2,1,3,48,1
4666,2,4,1,2,2,6,2,71,1
4667,1,2,1,2,2,7,2,87,1
4668,2,4,1,2,2,7,4,83,0
4669,1,7,1,2,2,7,1,73,1
4670,1,7,1,2,2,7,1,75,1
4671,1,4,1,2,2,1,2,35,1
4672,2,4,1,2,2,7,2,73,1
4673,2,2,1,2,2,1,2,66,1
4674,2,2,1,2,2,7,2,75,1
4675,1,6,1,2,2,5,1,58,1
4676,1,4,1,2,2,7,1,83,1
4677,2,3,1,2,2,1,2,66,1
4678,2,4,1,2,2,7,2,70,1
4679,2,8,1,2,2,1,2,52,1
4680,2,7,1,2,2,8,2,44,1
4681,1,8,1,2,2,1,2,69,1
4682,2,4,1,2,2,1,1,48,1
4683,2,7,1,2,2,8,1,51,1
4684,1,9,1,2,2,1,2,49,1
4685,2,8,1,2,2,2,1,72,1
4686,1,8,1,1,2,1,2,40,1
4687,1,6,1,2,2,7,2,75,1
4688,2,2,1,2,2,7,2,85,1
4689,2,4,1,2,2,5,6,39,1
4690,2,8,1,1,2,2,6,49,1
4691,1,4,1,2,2,5,2,56,0
4692,1,4,1,2,2,1,2,33,1
4693,1,5,1,2,2,1,1,49,1
4694,2,2,1,2,2,7,2,75,1
4695,2,4,1,2,2,1,2,43,1
4696,1,4,1,2,2,1,2,50,1
4697,2,6,1,2,2,8,2,46,1
4698,1,7,1,2,2,1,2,59,1
4699,2,8,1,2,2,1,1,51,1
4700,1,4,1,2,2,1,3,47,1
4701,2,4,1,2,2,7,2,85,1
4702,1,8,1,2,2,7,2,90,1
4703,1,2,1,2,2,7,2,91,1
4704,2,4,1,2,2,7,2,70,1
4705,1,4,1,2,2,1,1,34,1
4706,1,2,1,2,2,7,6,90,1
4707,1,96,1,2,2,7,2,102,1
4708,2,6,1,2,2,2,2,45,1
4709,1,7,1,2,2,1,3,61,1
4710,2,4,1,2,2,10,1,51,0
4711,2,8,1,1,2,1,2,51,1
4712,2,8,1,2,2,1,2,51,1
4713,1,8,1,2,2,7,2,83,0
4714,1,4,1,2,2,1,1,56,1
4715,1,4,1,2,2,1,2,52,1
4716,1,4,1,2,2,1,1,62,1
4717,2,2,1,2,2,7,2,73,1
4718,1,4,1,1,2,5,1,68,1
4719,1,7,1,2,2,1,2,48,1
4720,2,6,1,2,2,5,6,52,1
4721,1,4,1,2,2,1,2,40,1
4722,1,4,1,2,2,1,2,60,1
4723,1,8,1,2,2,1,2,48,1
4724,2,6,1,2,2,5,2,52,1
4725,1,7,1,1,2,1,2,50,1
4726,2,7,1,2,2,1,2,61,1
4727,2,4,1,1,2,2,3,53,0
4728,1,6,1,2,2,1,3,48,1
4729,1,2,1,2,2,7,2,75,1
4730,1,4,1,2,2,1,2,66,1
4731,1,4,1,2,2,1,1,57,0
4732,2,4,1,2,2,5,3,55,1
4733,2,4,1,2,2,1,2,36,1
4734,2,6,1,2,2,1,2,35,1
4735,2,7,1,2,2,1,2,60,1
4736,1,4,1,2,2,7,2,78,1
4737,1,7,1,2,1,1,2,62,1
4738,1,4,1,2,2,7,2,83,1
4739,1,4,1,2,2,5,2,51,1
4740,2,9,1,2,2,1,2,73,1
4741,1,4,1,2,2,7,2,71,1
4742,2,4,1,2,2,5,1,57,1
4743,1,3,1,2,2,7,2,70,1
4744,2,8,1,2,1,1,3,53,1
4745,2,7,1,1,1,7,1,71,1
4746,2,3,1,2,2,9,2,51,1
4747,1,2,1,2,2,7,2,81,1
4748,2,4,1,2,2,1,1,64,0
4749,2,4,1,2,2,1,1,56,1
4750,1,6,1,1,2,1,1,44,1
4751,1,8,1,1,2,7,2,72,1
4752,1,2,1,2,2,7,1,67,1
4753,1,7,1,2,2,7,2,67,1
4754,2,4,1,2,2,1,2,47,1
4755,1,8,1,2,2,1,2,45,1
4756,1,2,1,2,2,7,1,71,1
4757,1,4,1,2,2,7,2,61,1
4758,2,3,1,2,2,4,3,57,1
4759,2,8,1,2,2,1,6,39,1
4760,1,4,1,2,2,7,3,72,1
4761,2,4,1,2,2,1,2,63,1
4762,2,4,1,2,2,5,1,30,0
4763,1,2,1,2,2,7,1,73,1
4764,2,3,1,2,2,9,2,69,1
4765,1,4,1,2,2,7,2,70,1
4766,1,6,1,1,1,1,2,69,1
4767,2,7,1,2,2,2,2,53,1
4768,2,4,1,2,2,8,2,46,0
4769,1,4,1,2,2,7,2,72,1
4770,2,7,1,2,2,1,2,49,1
4771,2,3,1,2,1,7,2,72,1
4772,2,7,1,2,2,7,2,72,1
4773,2,2,1,2,2,7,2,80,1
4774,1,6,1,2,2,7,3,93,1
4775,1,2,1,2,2,7,2,77,1
4776,2,2,1,2,2,8,3,96,1
4777,1,4,1,2,2,1,1,43,1
4778,2,8,1,2,2,1,2,35,1
4779,1,2,1,2,2,7,2,79,1
4780,2,6,1,2,1,1,2,40,1
4781,2,9,1,2,2,7,2,80,1
4782,2,4,1,2,2,8,1,43,1
4783,1,4,1,2,2,5,1,52,1
4784,2,7,1,2,2,1,1,46,1
4785,2,4,1,2,2,9,3,69,1
4786,1,4,1,2,2,1,2,57,0
4787,1,4,1,2,2,1,2,42,1
4788,1,8,1,2,2,7,2,74,1
4789,1,2,1,2,2,7,2,70,1
4790,1,4,1,2,2,7,6,73,1
4791,2,4,1,2,2,8,4,66,1
4792,1,4,1,1,2,1,2,59,1
4793,1,8,1,2,2,7,2,96,1
4794,2,3,1,2,2,7,2,87,1
4795,1,8,1,2,2,7,2,69,1
4796,2,4,1,2,1,5,1,43,1
4797,1,4,1,2,2,1,2,43,1
4798,1,4,1,2,2,7,2,71,1
4799,2,6,1,2,2,3,1,52,1
4800,2,4,1,2,2,1,1,61,1
4801,2,6,1,2,2,2,2,41,1
4802,1,8,1,2,2,1,2,50,1
4803,1,4,1,2,2,1,2,52,1
4804,1,4,1,2,2,7,3,68,1
4805,1,2,1,2,2,7,2,76,1
4806,1,7,1,1,1,1,2,61,1
4807,2,4,1,2,2,2,2,68,1
4808,1,2,1,2,2,7,2,88,1
4809,2,2,1,2,2,7,2,69,1
4810,2,4,1,2,2,7,2,70,1
4811,2,8,1,2,2,1,2,56,1
4812,2,2,1,2,2,7,3,87,1
4813,2,4,1,2,2,1,2,68,1
4814,1,4,1,2,2,1,3,48,1
4815,2,6,1,2,2,7,2,68,1
4816,2,2,1,2,2,8,2,74,1
4817,1,4,1,2,2,1,2,55,1
4818,1,4,1,2,2,1,2,55,1
4819,1,4,1,2,2,1,1,56,1
4820,2,4,1,2,2,1,1,35,1
4821,1,4,1,2,2,1,1,51,1
4822,1,8,1,2,2,1,2,47,1
4823,2,4,1,1,2,8,3,31,1
4824,2,4,1,2,2,1,2,71,1
4825,1,6,1,2,2,7,2,66,1
4826,1,2,1,2,2,7,1,71,1
4827,1,4,1,2,2,7,6,89,1
4828,2,4,1,2,2,7,1,77,1
4829,1,2,1,2,2,7,1,81,1
4830,1,4,1,2,2,7,2,78,1
4831,1,2,1,2,2,1,1,46,0
4832,2,3,1,2,2,1,1,63,1
4833,1,3,1,2,2,7,2,88,1
4834,2,3,1,2,2,1,2,55,1
4835,2,2,1,2,2,7,2,91,1
4836,2,2,1,2,2,7,4,83,1
4837,1,7,1,2,2,7,2,71,1
4838,1,4,1,2,2,1,2,49,1
4839,2,4,1,2,2,7,2,88,1
4840,2,6,1,2,2,1,2,62,1
4841,1,4,1,2,2,1,1,51,1
4842,1,4,1,2,2,1,1,56,1
4843,2,2,1,2,2,1,2,64,1
4844,1,7,1,2,2,2,2,66,1
4845,1,4,1,2,2,7,2,99,0
4846,2,4,1,2,2,5,2,42,1
4847,1,6,1,2,2,5,1,48,0
4848,1,3,1,2,2,7,3,70,1
4849,2,4,1,2,2,7,2,81,1
4850,2,4,1,2,2,7,2,74,1
4851,1,2,1,2,2,5,1,63,1
4852,2,4,1,2,2,2,2,48,1
4853,2,2,1,2,2,7,2,67,1
4854,2,4,1,2,2,1,2,49,1
4855,2,4,1,1,1,2,1,59,1
4856,2,7,1,2,2,1,3,39,1
4857,1,8,1,2,1,1,2,63,1
4858,1,2,1,2,2,7,4,81,1
4859,1,2,1,1,2,1,2,65,1
4860,1,4,1,2,2,1,2,49,0
4861,1,6,1,2,2,1,2,64,0
4862,2,9,1,2,2,1,2,58,1
4863,2,8,1,1,2,2,2,50,1
4864,1,4,1,2,2,1,2,52,1
4865,2,4,1,2,2,5,6,62,1
4866,2,4,1,2,1,1,2,45,1
4867,2,8,1,2,2,1,3,55,1
4868,2,4,1,2,2,7,2,79,1
4869,2,7,1,2,2,7,2,72,1
4870,1,6,1,2,2,7,2,74,1
4871,2,4,1,2,1,7,2,71,1
4872,1,4,1,2,2,7,2,72,1
4873,2,2,1,2,2,7,2,74,1
4874,1,3,1,2,2,1,2,58,1
4875,2,4,1,2,1,2,2,37,0
4876,1,8,1,2,1,2,2,49,1
4877,1,4,1,2,2,1,2,35,1
4878,2,4,1,2,1,8,2,59,1
4879,2,3,1,2,2,8,2,58,1
4880,1,4,1,2,2,9,2,69,1
4881,2,4,1,2,2,1,2,58,0
4882,2,8,1,1,2,2,2,49,1
4883,2,8,1,2,2,8,4,59,1
4884,2,4,1,1,2,1,1,45,1
4885,1,4,1,2,2,1,1,67,1
4886,1,6,1,2,2,5,1,53,1
4887,2,2,1,2,2,7,2,79,1
4888,2,4,1,2,2,2,3,49,0
4889,1,2,1,2,2,1,1,38,1
4890,1,8,1,2,2,7,6,82,1
4891,2,4,1,2,2,1,4,50,1
4892,1,4,1,2,2,7,2,76,1
4893,2,4,1,2,2,8,1,52,1
4894,2,6,1,2,2,8,3,63,1
4895,1,2,1,2,2,7,6,70,1
4896,1,4,1,2,2,1,6,43,1
4897,1,8,1,2,2,1,4,45,1
4898,1,4,1,2,2,9,2,64,1
4899,2,4,1,2,1,5,2,37,0
4900,1,8,1,2,1,2,1,43,1
4901,1,4,1,2,2,7,2,78,1
4902,1,8,1,2,2,7,2,77,1
4903,1,4,1,2,2,1,2,45,1
4904,1,4,1,2,2,1,2,55,1
4905,1,6,1,2,2,1,1,50,1
4906,2,3,1,2,2,1,2,44,1
4907,2,4,1,2,2,8,3,46,1
4908,2,2,1,2,2,7,2,86,1
4909,2,7,1,2,2,1,1,58,1
4910,2,4,1,2,2,1,2,38,1
4911,1,3,1,2,2,1,2,64,1
4912,2,4,1,2,2,1,2,50,1
4913,2,7,1,2,2,2,1,46,1
4914,2,7,1,2,2,1,2,53,1
4915,1,4,1,2,2,7,2,72,1
4916,2,4,1,2,2,8,3,43,1
4917,2,6,1,2,2,5,4,48,1
4918,1,3,1,2,2,1,2,55,1
4919,1,4,1,2,2,7,2,84,1
4920,2,4,1,2,2,1,2,36,1
4921,2,8,1,2,2,7,4,88,1
4922,2,6,1,2,2,1,1,45,1
4923,2,4,1,2,2,2,2,62,1
4924,2,4,1,2,2,7,3,73,1
4925,1,4,1,2,1,1,2,37,1
4926,2,8,1,2,2,2,2,49,1
4927,1,3,1,1,1,1,2,58,1
4928,1,2,1,2,2,7,2,77,1
4929,2,7,1,2,2,1,2,42,0
4930,2,4,1,2,2,4,1,63,1
4931,2,6,1,2,2,5,2,41,1
4932,1,4,1,2,2,1,2,53,1
4933,2,4,1,2,2,7,2,72,1
4934,1,4,1,1,2,7,1,77,1
4935,1,2,1,2,2,1,3,65,1
4936,1,4,1,2,2,7,2,87,1
4937,2,7,1,2,2,1,2,42,1
4938,2,5,1,2,2,1,4,40,1
4939,1,5,1,2,2,7,4,62,1
4940,1,7,1,2,2,7,1,71,1
4941,1,4,1,2,2,1,5,67,1
4942,2,6,4,2,2,1,5,41,1
4943,1,7,4,2,2,1,5,30,1
4944,2,7,4,2,2,1,2,41,1
4945,1,7,4,2,2,1,1,41,1
4946,2,4,4,2,2,2,5,45,1
4947,1,2,2,2,2,7,1,78,1
4948,1,4,4,2,2,5,2,76,1
4949,1,4,1,2,2,1,1,33,0
4950,2,3,1,2,2,2,6,53,1
4951,2,1,4,2,2,1,2,51,1
4952,2,4,1,2,2,8,2,35,1
4953,1,4,4,2,2,1,1,34,1
4954,2,4,4,2,2,3,6,50,1
4955,2,3,1,2,2,8,5,57,1
4956,1,3,4,2,2,1,1,35,1
4957,2,3,1,2,2,8,5,55,1
4958,2,5,1,2,2,8,4,34,1
4959,1,4,1,2,2,2,5,35,1
4960,1,6,4,2,2,6,1,35,1
4961,1,4,4,2,2,1,4,27,1
4962,2,6,4,2,2,1,4,32,1
4963,2,3,1,2,2,8,4,68,1
4964,2,4,1,2,2,8,4,53,1
4965,2,4,1,2,2,8,6,49,1
4966,1,5,1,2,2,1,3,52,1
4967,1,7,1,2,2,1,4,42,1
4968,1,5,3,2,2,7,4,60,1
4969,1,3,4,2,2,6,2,33,1
4970,1,4,1,2,2,1,3,41,1
4971,1,3,1,2,2,7,3,81,1
4972,2,4,2,2,2,1,6,55,1
4973,2,4,1,2,2,1,1,41,1
4974,1,4,1,2,2,1,2,66,1
4975,2,4,4,2,2,8,2,28,1
4976,2,4,1,2,2,1,6,50,1
4977,1,7,1,2,2,1,1,38,1
4978,1,6,2,2,2,2,6,69,1
4979,2,8,1,2,2,3,6,38,1
4980,1,7,4,2,2,1,1,38,1
4981,2,6,3,2,2,8,1,65,1
4982,2,7,1,2,2,8,6,72,1
4983,1,5,4,2,2,6,5,32,1
4984,1,1,2,2,2,7,3,74,1
4985,1,4,1,2,2,1,4,32,1
4986,2,4,1,2,2,8,3,56,1
4987,2,1,1,2,2,8,4,85,1
4988,2,4,4,2,2,8,6,71,1
4989,1,3,1,2,2,1,1,35,1
4990,1,5,4,2,2,1,3,42,1
4991,2,6,1,2,2,8,3,29,1
4992,2,4,4,2,2,2,3,41,1
4993,2,4,4,2,2,1,6,44,1
4994,2,7,1,2,2,8,6,59,1
4995,1,4,2,2,2,7,5,83,1
4996,1,6,4,2,2,6,4,28,1
4997,1,5,4,2,2,5,1,32,1
4998,1,5,1,2,2,2,4,27,0
4999,2,4,1,2,2,8,5,52,1
5000,2,7,1,2,2,1,3,55,1
5001,1,6,4,2,2,2,4,32,1
5002,1,4,1,2,2,5,5,64,1
5003,1,4,4,2,2,1,3,37,1
5004,2,5,1,2,2,8,6,49,1
5005,2,5,1,2,2,1,4,34,1
5006,2,5,1,2,2,8,3,40,1
5007,1,6,4,1,2,6,2,28,1
5008,1,4,1,2,2,1,4,48,1
5009,1,1,1,2,2,5,5,72,1
5010,2,1,1,2,2,8,2,58,1
5011,2,2,1,2,2,8,5,59,1
5012,2,4,1,2,2,8,3,39,1
5013,2,5,4,2,2,1,6,28,1
5014,2,7,4,2,2,1,2,58,1
5015,1,6,4,1,2,6,2,28,1
5016,1,4,1,2,2,1,6,48,1
5017,2,2,1,2,2,8,6,27,1
5018,2,4,1,2,2,1,5,47,1
5019,1,4,1,1,2,1,2,43,1
5020,1,5,1,2,2,1,4,50,1
5021,2,4,1,2,2,8,6,70,1
5022,2,2,1,2,2,8,6,59,1
5023,2,4,1,2,2,8,5,67,1
5024,2,3,1,2,2,8,4,38,1
5025,1,5,1,2,2,1,2,42,1
5026,1,7,1,2,2,1,2,42,1
5027,1,4,1,2,2,1,3,28,1
5028,1,5,3,2,2,1,4,35,1
5029,2,5,1,1,2,8,6,55,1
5030,2,5,4,2,2,8,5,38,1
5031,2,6,1,2,2,8,6,30,0
5032,1,5,1,2,2,2,3,61,1
5033,1,4,1,2,2,2,3,57,1
5034,1,5,3,2,2,2,3,38,1
5035,2,96,2,2,2,8,6,70,0
5036,1,1,4,2,2,2,5,35,1
5037,1,2,1,2,2,2,6,50,1
5038,1,1,4,2,2,2,3,40,1
5039,2,4,1,2,2,1,5,29,1
5040,2,4,4,2,2,8,4,29,1
5041,2,3,4,2,2,1,4,51,1
5042,1,3,4,2,2,2,1,32,1
5043,2,5,1,2,2,8,6,34,1
5044,2,4,1,2,2,8,5,37,1
5045,1,4,1,2,2,2,6,45,1
5046,2,2,4,2,2,2,6,51,1
5047,1,4,1,2,2,2,6,54,1
5048,1,4,1,2,2,2,6,52,1
